cityname,countyname,name,pop2000,popdes,labdens,averageemployment,empdensavgemparea,medhhinc99,auto_ms,origlinks,orignodes,simplinks,simpnodes,javalinks,javanodes,cycno_u,alpha,beta,gamma,eta,branchness,circuitness,completeness,completeness*103,netwdist,eucldist,cnt_od_pairs,circuity,ent_h,ent_len,ptagefwy,nonlocal_meters,local_meters,totfwy_meters,totrdwy_meters,area_km2,stdens_km2,a10_a19,a20_a29,a30_a39,a40_a49,a50_a59,a60_a69,a70_a75,a_other,l10_a19,l20_l29,l30_l39,l40_l49,l50_l59,l60_l69,l70_l75,l_other,dvmt,centline_mi,avg_veh_mi_pday,dvktpercap,aggtt,no_wrks,avg_tt,spd_ph3_mp,spd_ph3_md,spd_ph3_ap,xcoord,ycoord,cblk_p,cblk_a,avgcblka,p2a,accessibility_mp_pop,accessibility_mp_labor,accessibility_mp_emp,pop_l1n1_p20,pop_l1n1_p30,lab_l1n1_l20,lab_l1n1_l30,emp_l1n1_j20,emp_l1n1_j30,pwa_l1n1_p20,pwa_l1n1_p30,pwa_l1n1_l20,pwa_l1n1_l30,pwa_l1n1_j20,pwa_l1n1_j30,_merge,dtwnmplstaz,mplsxcoord,mplsycoord,dtwnsplstaz,splxcoord,splycoord,dtwnmplsdist,dtwnspldist,dtwnmplsdist_km,dtwnspldist_km,theta (dvkt/simpnodes)
Ramsey City,Anoka,Ramsey City,18510,240,130.1948,3901,50.49821,68988,0.88,1593,1324,1326,1057,2652,1057,270,0.1280228,1.254494,0.4189574,0.2361553,0.2207276,0.7792724,0.001188,=X136*1000,79256040,56667651,12500,1.4,0.39,0.44,0,20180.36,292961.6,0,313142,77,4,0,44,29,1249,0,4,0,0,0,11227,8954,292001,0,961,0,0,455474,183,458468,40,301970,10025,30.1217,26.61374,26.61374,26.61374,464744.3,5012122,744.2083,77.25027,0.1893389,9.63373,176486.5,95584.95,37194.7,4342000000,12960000000,1898000000,5598000000,397600000,1660000000,233335,696197,179126,528287,99208,414444,3,402,478480,4980091,816,492625,4977029,34851.89,44820.21,34.85189,44.82021,=(BF136*D136)/N136
Randolph City,Dakota,Randolph City,318,124,47,109,42.56409,42750,0.88,67,58,50,41,100,41,10,0.1298701,1.219512,0.4273504,0.1988348,0.5875161,0.4124839,0.030488,=X137*1000,11087574,7783622,12500,1.42,0.28,0.7,0,1206.41,8735.33,0,9942,3,4,0,0,1,48,0,0,1,0,0,0,1206,8490,0,0,246,0,3662,5,3636,18,3185,141,22.58865,29.93302,29.93302,29.93302,498422.7,4930294,37.75628,2.560844,0.0776013,14.74369,111538.1,49455.56,38231.6,,,,,,,,,,,,,1,402,478480,4980091,816,492625,4977029,53641.9,47093.25,53.6419,47.09325,=(BF137*D137)/N137
Randolph Township,Dakota,Randolph Township,536,20,12.74074,116,4.224121,62222,0.89,102,97,72,67,144,67,6,0.0465116,1.074627,0.3692308,0.6180419,0.3603996,0.6396004,0.016282,=X138*1000,43403914,32715899,10384,1.33,0.86,0.68,0,3655.91,40843.11,0,44499,27,2,0,4,1,60,0,0,7,0,0,3335,321,39072,0,0,1771,0,0,0,59903,180,9505,344,27.63081,30.064,30.064,30.064,502043.5,4930676,150.6512,27.46126,0.4992956,5.485956,20388.44,13085.12,4412.424,,,,,,,,,,,,,1,402,478480,4980091,816,492625,4977029,54745.61,47300.2,54.74561,47.3002,=(BF138*D138)/N138
Ravenna Township,Dakota,Ravenna Township,2355,41,22.54386,103,1.814634,74286,0.89,192,164,148,120,296,120,29,0.1234043,1.233333,0.4180791,0.5822966,0.310729,0.689271,0.010364,=X139*1000,67504149,47460913,12500,1.42,0.55,0.33,0,0,86179.9,0,86180,57,2,0,0,0,129,0,0,19,0,0,0,0,80984,0,0,5196,0,0,0,52429,36,39545,1285,30.77432,27.11966,27.11966,27.11966,518456.2,4947786,296.7163,56.76043,0.8226148,5.22752,30683.86,16742.58,1342.012,76117405,469200000,22619041,148800000,1252925,7041335,33845,208645,18159,119483,10895,61229,3,402,478480,4980091,816,492625,4977029,51397.58,39018.01,51.39758,39.01801,=(BF139*D139)/N139
Richfield City,Hennepin,Richfield City,34439,1856,983.0526,11565,623.1461,45519,0.82,1808,1151,1608,951,3216,951,658,0.3468635,1.690852,0.564805,0.1529604,0.0415152,0.9584848,0.00178,=X140*1000,38595346,30536987,12154,1.26,0.4,0.52,5.66,13916.82,232043.6,13917,245960,19,13,53,0,0,1513,0,37,5,0,13917,0,0,224222,0,7652,170,0,956387,145,1198305,56,384980,18678,20.61141,26.8183,26.8183,26.8183,477731.2,4969283,494.6307,18.55905,0.0259205,26.65172,1699524,921737.2,570719.1,47840000000,84930000000,15140000000,25580000000,13480000000,19300000000,1385160,2459089,786971,1329055,1150901,1650122,3,402,478480,4980091,816,492625,4977029,10833.91,16787.68,10.83391,16.78768,=(BF140*D140)/N140
Robbinsdale City,Hennepin,Robbinsdale City,14123,1839,898,7080,921.66,48271,0.81,794,560,692,458,1384,458,235,0.2579583,1.510917,0.5058479,0.147764,0.1132379,0.8867621,0.003306,=X141*1000,25712079,19780154,12400,1.3,0.25,0.29,2.63,2686.37,99566.29,2686,102253,8,13,12,0,0,669,0,10,1,0,2686,0,0,98153,0,1150,263,0,207347,61,201403,23,156955,7184,21.84786,26.69444,26.69444,26.69444,473754,4985891,211.4976,7.681791,0.02604,27.53233,1577171,802265.7,790651.6,17890000000,34560000000,5423000000,10040000000,7126000000,12200000000,1181603,2282750,679412,1258196,920057,1574650,3,402,478480,4980091,816,492625,4977029,7481.281,20848.07,7.481281,20.84807,=(BF141*D141)/N141
Rockford City,Hennepin,Rockford City,144,190,,390,513.9352,,0.91,29,26,24,21,48,21,4,0.1081081,1.142857,0.4210526,0.228021,0.6677941,0.3322059,0.057143,=X142*1000,9133761,6690866,12500,1.37,0.54,0.64,0,883.08,4589.43,0,5473,1,7,0,0,3,21,0,0,0,0,0,0,883,4589,0,0,0,0,7990,2,7990,89,2140,,28.8,29.67854,29.67854,29.67854,442729.3,4992902,18.01197,0.7588505,0.0474282,23.73587,182450.2,0,494135.9,,,,,,,,,,,,,1,402,478480,4980091,816,492625,4977029,37976.78,52359.67,37.97678,52.35967,=(BF142*D142)/N142
Rogers City,Hennepin,Rogers City,3588,279,149.6923,4652,361.4114,73143,0.88,377,333,332,288,664,288,45,0.0788091,1.152778,0.3869464,0.2175032,0.3791488,0.6208513,0.004017,=X143*1000,30648533,17798407,9624,1.72,0.35,0.56,7.44,5373.85,66837.22,5374,72211,13,6,10,0,0,314,0,7,0,1,5374,0,0,64936,0,1886,0,15,235069,16,328775,147,53925,1946,27.71069,27.12149,27.12149,27.12149,456463.6,5004796,144.4567,12.87176,0.1430195,11.22276,140660.5,76289.12,182372.5,373900000,1298000000,119700000,408100000,560600000,2330000000,361615,1255601,207093,705842,206259,857300,3,402,478480,4980091,816,492625,4977029,33091.3,45591.95,33.0913,45.59195,=(BF143*D143)/N143
Rosemount City,Dakota,Rosemount City,14619,160,81.95605,6086,66.74641,65916,0.91,968,776,819,627,1638,627,193,0.1545236,1.30622,0.4368,0.2828008,0.2204817,0.7795182,0.002087,=X144*1000,86650872,67249534,12450,1.29,0.69,0.88,0,18568.86,213045,0,231614,91,3,0,7,26,723,0,4,59,0,0,5581,12988,195761,0,1317,15968,0,399125,101,398021,44,182215,7458,24.43215,26.59611,26.59611,26.59611,494766.3,4954802,556.2702,91.18094,0.3221941,6.100729,138953.8,70888.37,57847.5,6300000000,19690000000,2125000000,6262000000,1302000000,5470000000,426201,1331751,275009,810243,197048,827288,3,402,478480,4980091,816,492625,4977029,30079.52,22329.91,30.07952,22.32991,=(BF144*D144)/N144
Roseville City,Ramsey,Roseville City,33690,940,477.1389,39613,1105.61,51056,0.86,1730,1259,1533,1062,3066,1062,472,0.2227466,1.443503,0.4820755,0.1945794,0.097913,0.902087,0.001361,=X145*1000,52996756,41271332,12500,1.28,0.79,0.74,1.79,15946.85,282343.4,5334,298290,36,8,27,0,54,1338,0,83,31,0,5334,0,10613,262597,0,16139,3607,0,1313422,160,1316366,63,343760,17177,20.01281,27.54001,27.54001,27.54001,487829.2,4984685,565.2237,35.82908,0.073571,15.77556,879790.9,448565.4,1034466,50540000000,91030000000,14950000000,26590000000,38400000000,67200000000,1351616,2434604,750919,1336047,937586,1640867,3,402,478480,4980091,816,492625,4977029,10416.92,9034.056,10.41692,9.034056,=(BF145*D145)/N145
San Francisco Township,Carver,San Francisco Township,888,14,6.730159,62,0.9894785,68889,0.85,198,183,164,149,328,149,16,0.0546075,1.100671,0.3718821,0.5704308,0.4509445,0.5490555,0.007437,=X146*1000,93449771,62908079,12500,1.49,0.9,0.69,0,564.83,92985.83,0,93551,63,1,0,0,2,121,0,0,41,0,0,0,565,77912,0,0,15074,0,0,0,13091,24,13140,424,30.99057,27.41265,27.41265,27.41265,443780.4,4949034,299.5162,62.65688,0.783211,4.78026,9816.882,4687.34,685.4129,77705532,268600000,24357140,93984837,5559259,23700000,87506,302451,49068,189333,23556,100476,3,402,478480,4980091,816,492625,4977029,46568.53,56298.66,46.56853,56.29866,=(BF146*D146)/N146
Sand Creek Township,Scott,Sand Creek Township,1551,18,9.317647,223,2.625285,65370,0.83,274,254,210,190,420,190,21,0.056,1.105263,0.3723404,0.6293048,0.3927706,0.6072295,0.005848,=X147*1000,96435996,57345866,11910,1.68,0.21,0.26,0,5816.15,126337.9,0,132154,85,2,0,7,0,203,0,0,0,0,0,5816,0,126338,0,0,0,0,0,0,144744,150,21850,792,27.58838,28.75791,28.75791,28.75791,454277.3,4946843,365.2648,84.94315,0.8089823,4.300109,10862.05,5546.577,1561.726,194500000,683400000,57523177,233100000,14773350,64500000,111270,390952,61401,248835,59331,258866,3,402,478480,4980091,816,492625,4977029,41124.21,48803.09,41.12421,48.80309,=(BF147*D147)/N147
Savage City,Scott,Savage City,21115,497,267.119,5287,124.5269,75097,0.89,1366,1147,1139,920,2278,920,220,0.119891,1.238043,0.4135802,0.185347,0.263335,0.736665,0.001347,=X148*1000,51736589,36831072,12154,1.4,0.3,0.5,0,12002.56,199107.7,0,211110,42,5,0,16,13,1095,0,0,15,0,0,5634,6368,195413,0,0,3695,0,491503,102,485068,37,278580,11219,24.83109,25.97045,25.97045,25.97045,471254.7,4955740,515.7443,42.45669,0.1182638,12.14754,345799.6,183733.2,86585.02,12400000000,32620000000,4487000000,11010000000,1845000000,6280000000,587184,1544819,382636,939184,343882,1170662,3,402,478480,4980091,816,492625,4977029,25400.32,30164.74,25.40032,30.16474,=(BF148*D148)/N148
Sciota Township,Dakota,Sciota Township,285,7,3.868421,0,0,63125,0.79,72,67,38,33,76,33,6,0.0983607,1.151515,0.4086021,1.431577,0.4256351,0.5743649,0.035985,=X149*1000,64023169,43772516,12500,1.46,0.79,0.59,0,4846.59,49553.35,0,54400,38,1,0,0,3,32,0,0,3,0,0,0,4847,48332,0,0,1222,0,0,0,15014,85,3300,147,22.44898,30.04187,30.04187,30.04187,494459.2,4928263,164.6085,38.4586,1.039422,4.280147,6357.188,3278.97,0,16511576,161000000,4878316,50137265,4427973,35000000,20588,200773,11046,113528,7893,62329,3,402,478480,4980091,816,492625,4977029,54235.84,48800.98,54.23584,48.80098,=(BF149*D149)/N149
Shakopee City,Scott,Shakopee City,20568,279,152.8784,13903,188.9063,59137,0.89,1590,1222,1380,1012,2760,1012,369,0.1827637,1.363636,0.4554456,0.2031047,0.2369419,0.7630581,0.001349,=X150*1000,84648581,62720493,12500,1.35,0.38,0.6,4.27,28508.6,251775.9,11978,280285,74,4,12,50,0,1305,0,12,1,0,11978,16531,0,251141,0,475,160,0,774655,147,771547,60,249545,11313,22.05825,26.46204,26.46204,26.46204,462482.4,4958023,642.5249,73.59732,0.1492846,8.730276,218546.5,120207,147727.2,6951000000,21370000000,2724000000,8521000000,2529000000,10600000000,324933,998902,226378,708182,182306,763993,3,402,478480,4980091,816,492625,4977029,27256.96,35634.57,27.25696,35.63457,=(BF150*D150)/N150
Shoreview City,Ramsey,Shoreview City,25924,791,433.9697,9849,300.4641,69719,0.89,1290,1005,1138,853,2276,853,286,0.1681364,1.334115,0.4457501,0.1888724,0.1377014,0.8622986,0.001566,=X151*1000,72172769,56029700,12500,1.29,0.17,0.28,2.48,5337.81,209599,5338,214937,33,7,14,0,0,1113,0,11,0,0,5338,0,0,206247,0,3352,0,0,657577,104,659047,41,318175,14321,22.21737,26.47659,26.47659,26.47659,489309.3,4992313,423.1288,32.77929,0.0987328,12.90842,679679.2,375470.1,258222.5,27800000000,55850000000,9195000000,17640000000,8379000000,14800000000,1071760,2153189,620929,1191374,843136,1493765,3,402,478480,4980091,816,492625,4977029,16329.07,15639.03,16.32907,15.63903,=(BF151*D151)/N151
Shorewood City,Carver,Shorewood City,7400,350,166,769,36.38441,96589,0.87,584,487,528,431,1056,431,98,0.1143524,1.225058,0.4102564,0.1914173,0.3609498,0.6390502,0.002849,=X152*1000,56482965,36355351,10506,1.55,0.28,0.32,0,3978.51,97089.81,0,101068,21,5,0,0,15,507,0,0,6,0,0,0,3979,96088,0,0,1002,0,151981,52,14054,3,93735,3486,26.88898,25.39594,25.39594,25.39594,453382.2,4972391,242.5817,21.13543,0.1194092,11.47749,190299.9,89646.69,19775.76,4857000000,15320000000,1527000000,5258000000,390200000,1240000000,362761,1144154,210068,723533,289260,920824,3,402,478480,4980091,816,492625,4977029,26252.46,39515.97,26.25246,39.51597,=(BF152*D152)/N152
South St Paul City,Dakota,South St. Paul City,20167,1243,653.375,7867,484.998,45216,0.86,1095,776,986,667,1972,667,320,0.2407825,1.478261,0.4942356,0.1498607,0.1377168,0.8622832,0.00222,=X153*1000,36068885,28119441,12500,1.28,0.42,0.49,1.79,4122.03,143640.6,2651,147763,16,9,15,8,0,927,0,33,3,0,2651,1471,0,136936,0,6160,544,0,368395,85,360383,29,202660,10454,19.38588,27.10339,27.10339,27.10339,496781.6,4970479,334.6195,16.22068,0.0416984,20.62918,1129159,585323.9,440476.7,20240000000,42430000000,6122000000,12380000000,5358000000,11000000000,1008273,2114018,574526,1161466,696166,1424442,3,402,478480,4980091,816,492625,4977029,20672.15,7757.545,20.67215,7.757545,=(BF153*D153)/N153
Spring Lake Park City,Anoka,Spring Lake Park City,6667,1235,725.2,4236,784.7663,46724,0.83,391,274,349,232,698,232,118,0.2570806,1.50431,0.5057971,0.1783028,0.0943099,0.9056901,0.006512,=X154*1000,20680676,15265074,12500,1.35,0.69,0.76,0,6316.57,55911.11,0,62228,5,12,0,31,0,305,0,10,3,0,0,6317,0,53048,0,2526,337,0,132361,33,125455,30,88125,3626,24.30364,26.60546,26.60546,26.60546,480717.3,4995879,124.4602,5.397786,0.0399836,23.05764,968974.9,526999.1,615655.8,6141000000,13430000000,2118000000,4186000000,2911000000,5830000000,921048,2013730,561279,1109409,661404,1323888,3,402,478480,4980091,816,492625,4977029,15945.73,22296.12,15.94573,22.29612,=(BF154*D154)/N154
Spring Lake Township,Scott,Spring Lake Township,3681,44,23.20482,161,1.931178,80141,0.86,348,320,265,237,530,237,29,0.0618337,1.118143,0.3758865,0.5788531,0.3267466,0.6732534,0.004738,=X155*1000,78328375,55184735,12050,1.42,0.31,0.38,0,11179.82,142216.3,0,153396,83,2,0,0,15,250,0,0,0,0,0,0,11180,142216,0,0,0,0,0,0,103200,45,50905,1926,26.43043,28.48894,28.48894,28.48894,463215.3,4946389,393.1614,83.36882,0.6175468,4.715929,36182.79,18931.82,1582.567,660800000,2238000000,221600000,883500000,9208800,35600000,166702,564473,96826,386113,65777,254446,3,402,478480,4980091,816,492625,4977029,36997.8,42470.5,36.9978,42.4705,=(BF155*D155)/N155
Spring Park City,Hennepin,Spring Park City,1717,1095,396,943,601.6594,36071,0.83,94,90,84,80,168,80,5,0.0322581,1.05,0.3589744,0.1227662,0.8034197,0.1965803,0.013291,=X156*1000,13361070,10044765,12500,1.33,0.09,0.28,0,0,10312.36,0,10312,2,7,0,0,0,83,0,0,1,0,0,0,0,9807,0,0,505,0,24366,5,24234,23,23890,792,30.16414,27.46644,27.46644,27.46644,450134.4,4976077,38.06322,1.567332,0.0447809,24.28536,950164.3,438282,521843.3,,,,,,,,,,,,,1,402,478480,4980091,816,492625,4977029,28628.39,42501.26,28.62839,42.50126,=(BF156*D156)/N156
St Anthony City,Hennepin,St. Anthony City,5664,928,412.5,3324,544.8963,54031,0.81,397,251,362,216,724,216,147,0.3442623,1.675926,0.5638629,0.1701145,0.1158648,0.8841352,0.007795,=X157*1000,20375710,15919216,12250,1.28,0,0,0,0,61581.47,0,61581,6,10,0,0,0,362,0,0,0,0,0,0,0,61581,0,0,0,0,83871,29,65790,19,48155,2475,19.45657,26.6803,26.6803,26.6803,482874.3,4986055,127.8376,6.100244,0.0401332,20.95614,1160862,358603.8,481615.8,9174000000,16440000000,2523000000,4391000000,3460000000,5770000000,1371236,2457480,772040,1343612,986563,1645915,3,402,478480,4980091,816,492625,4977029,7408.018,13287.05,7.408018,13.28705,=(BF157*D157)/N157
St Bonifacius City,Hennepin,St. Bonifacius City,1873,699,335.6667,423,157.8376,65446,0.89,107,94,96,83,192,83,14,0.0869565,1.156626,0.3950617,0.1930701,0.3900365,0.6099635,0.014105,=X158*1000,13888056,9067608,11494,1.53,1.24,1.24,0,1669.17,16865.56,0,18535,3,7,0,0,8,60,0,0,28,0,0,0,1669,11775,0,0,5091,0,21004,7,21357,18,30730,1007,30.51639,26.02176,26.02176,26.02176,440984.6,4972715,42.12741,2.679969,0.0812112,15.71936,410366.3,220629.4,92677.48,,,,,,,,,,,,,1,402,478480,4980091,816,492625,4977029,38214.04,51820.32,38.21404,51.82032,=(BF158*D158)/N158
St Francis City,Anoka,St. Francis City,4910,81,39.98361,1136,18.70506,51982,0.89,448,396,340,288,680,288,53,0.0928196,1.180556,0.3962704,0.3812651,0.4125065,0.5874935,0.004113,=X159*1000,89802971,69957017,11668,1.28,0.19,0.19,0,3759.05,125871.1,0,129630,61,2,0,0,10,330,0,0,0,0,0,0,3759,125871,0,0,0,0,73561,49,73912,24,87520,2439,35.88356,27.36077,27.36077,27.36077,469429,5027333,296.3708,60.73224,0.5954142,4.879958,74711.55,37112.32,17285.61,227300000,958300000,63606726,317300000,7171574,70200000,43127,181804,24202,120729,4859,47542,3,402,478480,4980091,816,492625,4977029,48101.22,55394.46,48.10122,55.39447,=(BF159*D159)/N159
St Lawrence Township,Scott,St. Lawrence Township,472,12,7.447369,132,3.461268,66750,0.92,90,82,69,61,138,61,9,0.0769231,1.131148,0.3898305,0.8218374,0.3368611,0.6631389,0.018852,=X160*1000,65516660,41905464,12202,1.56,0.61,0.74,0,8392.82,48313.96,0,56707,38,1,0,6,0,61,0,0,2,0,0,8393,0,47198,0,0,1116,0,0,0,104990,358,7015,283,24.78799,27.73721,27.73721,27.73721,445716.8,4944858,197.6668,38.13631,0.6575226,5.183166,7924.178,4751.149,2216.083,67549395,226400000,18874117,74986412,4174550,21600000,112395,376730,60502,240372,28790,149233,3,402,478480,4980091,816,492625,4977029,48112.25,56880.12,48.11225,56.88012,=(BF160*D160)/N160
St Louis Park City,Hennepin,St. Louis Park City,44126,1577,906.3214,40734,1455.93,49260,0.83,2105,1486,1881,1262,3762,1262,620,0.2461294,1.490491,0.4976191,0.1570099,0.1281143,0.8718857,0.001182,=X161*1000,44893342,33908353,12200,1.32,0.63,0.75,4.66,17310.71,278024.9,13765,295336,28,11,61,0,19,1693,0,93,15,0,13765,0,3545,258755,0,15579,3691,0,1192008,169,1187328,43,494905,25377,19.50211,26.27803,26.27803,26.27803,471211.6,4977325,582.0002,27.97799,0.0389124,20.80207,1263866,726853.1,1166711,54800000000,108800000000,19330000000,35580000000,43540000000,66300000000,1208674,2399012,723927,1332804,1085948,1653245,3,402,478480,4980091,816,492625,4977029,7777.127,21415.48,7.777127,21.41548,=(BF161*D161)/N161
St Marys Point City,Washington,St. Marys Point City,344,354,191,0,0,61750,0.97,67,55,59,47,118,47,13,0.1460674,1.255319,0.4370371,0.1392503,0.3395788,0.6604213,0.02729,=X162*1000,8076370,6105694,12500,1.32,0,0,0,0,8215.77,0,8216,1,8,0,0,0,59,0,0,0,0,0,0,0,8216,0,0,0,0,2748,5,2853,13,5060,191,26.49215,26.04393,26.04393,26.04393,518130.7,4973311,21.56096,0.9730622,0.0286195,22.15784,278776.5,154785.8,0,,,,,,,,,,,,,1,402,478480,4980091,816,492625,4977029,40226.21,25775.28,40.22621,25.77528,=(BF162*D162)/N162
St Paul City,Ramsey,St. Paul City,287151,1980,930.662,197909,1364.883,38774,0.75,11410,7217,10496,6303,20992,6303,4194,0.3328307,1.665239,0.5552558,0.1446479,0.0566898,0.9433102,0.000264,=X163*1000,90988860,77269008,12500,1.18,0.42,0.49,2.15,63591.24,1454633,32605,1518224,145,10,158,167,33,9900,0,222,16,0,32605,27117,3869,1414733,0,35607,4292,0,5474359,895,5447784,31,2841820,134946,21.05894,26.77825,26.77825,26.77825,491788.7,4977163,3261.497,145.0007,0.0322942,22.49297,2083179,978985.4,1435760,341100000000,669200000000,93880000000,180000000000,189200000000,306000000000,1182376,2319575,670879,1285960,1001970,1621462,3,402,478480,4980091,816,492625,4977029,13627.11,846.8699,13.62711,0.8468699,=(BF163*D163)/N163
St Paul Park City,Washington,St. Paul Park City,5070,791,419.1667,1402,218.6616,50805,0.86,373,253,335,215,670,215,121,0.2847059,1.55814,0.5242566,0.1722338,0.1147117,0.8852883,0.007281,=X164*1000,20828093,16030366,12400,1.3,0.09,0.16,2.36,1361.62,56336.71,1362,57698,6,9,4,0,0,331,0,0,0,0,1362,0,0,56337,0,0,0,0,57744,31,47116,15,64820,2515,25.77336,26.60198,26.60198,26.60198,500470.3,4965294,147.9159,6.411733,0.0379393,23.06957,674273.5,334476.9,186455.9,1650000000,4862000000,534200000,1506000000,460500000,1450000000,540662,1593561,340705,960315,361479,1138020,3,402,478480,4980091,816,492625,4977029,26505.19,14115.92,26.50519,14.11592,=(BF164*D164)/N164
Stillwater Township,Washington,Stillwater Township,2553,57,27.66667,0,0,96281,0.89,258,248,200,190,400,190,11,0.0293333,1.052632,0.3546099,0.4885848,0.5873288,0.4126712,0.005569,=X165*1000,85017024,46311065,11518,1.84,0.4,0.51,0,10925.59,86791.38,0,97717,45,2,0,0,16,184,0,0,0,0,0,0,10926,86791,0,0,0,0,0,0,58276,37,33010,1245,26.51406,28.09855,28.09855,28.09855,514638.7,4994045,201.2697,44.98135,0.6247411,4.474513,27047.77,13190.16,0,239900000,956800000,71025654,293000000,5502791,27500000,121101,482984,66763,275377,49575,247517,3,402,478480,4980091,816,492625,4977029,38757.59,27823.19,38.75759,27.82318,=(BF165*D165)/N165
Sunfish Lake City,Dakota,Sunfish Lake City,504,115,47.75,22,5.019846,148410,0.91,75,70,50,45,100,45,6,0.0705882,1.111111,0.3875969,0.386451,0.344531,0.6554689,0.025253,=X166*1000,27402811,15192404,12500,1.8,1.17,1.16,11.77,3641.05,15681.5,2275,19323,4,4,2,0,5,39,0,2,2,0,2275,0,1366,14828,0,655,199,0,142170,9,138789,443,3575,191,18.71728,30.59703,30.59703,30.59703,492554.9,4968768,35.23402,4.382604,0.1753042,8.039515,67314.27,25509.97,2938.321,512500000,969200000,112800000,206300000,16053080,33700000,1128958,2134771,634688,1161342,697960,1463051,3,402,478480,4980091,816,492625,4977029,18064.14,8261.298,18.06414,8.261298,=(BF166*D166)/N166
Tonka Bay City,Hennepin,Tonka Bay City,1547,284,158.2,270,49.55864,84879,0.9,148,129,130,111,260,111,20,0.0921659,1.171171,0.3975535,0.1538612,0.4326463,0.5673537,0.010647,=X167*1000,18493600,11844801,12058,1.56,0,0,0,0,20001.96,0,20002,5,4,0,0,0,130,0,0,0,0,0,0,0,20002,0,0,0,0,32570,11,32672,34,20630,791,26.08091,25.76122,25.76122,25.76122,453548.6,4973869,70.14383,5.448091,0.1135019,12.87494,157245.8,80401.7,27444.32,406600000,1582000000,137100000,543800000,54398586,258000000,253648,987053,157175,623625,169466,804560,3,402,478480,4980091,816,492625,4977029,25696.11,39204,25.69611,39.204,=(BF167*D167)/N167
Vadnais Heights City,Ramsey,Vadnais Heights City,13069,614,344.619,7196,338.0216,60804,0.89,662,551,523,412,1046,412,112,0.1367521,1.269418,0.4252033,0.2399595,0.1985586,0.8014414,0.003089,=X168*1000,48407116,31108972,12300,1.56,0.59,0.93,10.13,14057.67,111441.1,12714,125499,21,6,27,5,0,474,0,15,2,0,12714,1344,0,103904,0,3559,3978,0,677167,65,680170,84,163655,7237,22.61365,28.16632,28.16632,28.16632,494110.2,4989287,278.9674,21.28858,0.1018592,13.10408,409163,226575.3,225291.7,12100000000,25860000000,3899000000,8286000000,4174000000,8900000000,998874,2134319,553275,1175949,639534,1364073,3,402,478480,4980091,816,492625,4977029,18134.5,12347.15,18.1345,12.34715,=(BF168*D168)/N168
Vermillion City,Dakota,Vermillion City,437,170,83.66666,235,91.57053,61667,0.9,57,51,49,43,98,43,7,0.0864198,1.139535,0.398374,0.1858793,0.6072742,0.3927258,0.027132,=X169*1000,11953160,8797478,12500,1.36,0.25,0.11,0,0,9108.09,0,9108,3,4,0,0,0,47,0,0,2,0,0,0,0,8980,0,0,128,0,5855,5,5889,22,5735,251,22.84861,28.66308,28.66308,28.66308,502828.5,4946690,24.22069,2.566328,0.1710886,9.437877,154153.6,88541.31,82897.25,243700000,1164000000,87306118,385200000,24990381,208000000,145242,693976,89008,392696,49881,415772,3,402,478480,4980091,816,492625,4977029,41333.74,32008.86,41.33374,32.00886,=(BF169*D169)/N169
Vermillion Township,Dakota,Vermillion Township,1243,14,7.238636,257,2.904562,64118,0.84,194,163,133,102,266,102,32,0.160804,1.303922,0.4433333,1.002399,0.2161274,0.7838726,0.01291,=X170*1000,82147146,61624254,12500,1.33,0.58,0.45,0,8941.3,124377.7,0,133319,88,2,0,9,0,119,0,0,5,0,0,8941,0,122794,0,0,1584,0,0,0,178716,231,14965,637,23.49294,29.14567,29.14567,29.14567,502088.8,4946610,350.9888,88.48151,0.8937526,3.966805,13660.69,7000.692,2824.455,,,,,,,,,,,,,1,402,478480,4980091,816,492625,4977029,40967.73,31857.18,40.96773,31.85718,=(BF170*D170)/N170
Victoria City,Carver,Victoria City,4025,182,94.22727,940,42.47533,86772,0.87,445,389,389,333,778,333,57,0.086233,1.168168,0.3917422,0.1956498,0.4779941,0.5220059,0.003519,=X171*1000,41685893,27359742,11762,1.52,0.68,0.85,0,9258.77,66849.01,0,76108,22,3,0,0,39,337,0,0,13,0,0,0,9259,62221,0,0,4628,0,111521,29,120051,48,58640,2073,28.28751,26.76458,26.76458,26.76458,448275.9,4968623,198.0815,22.13049,0.1941271,8.950615,114164,58798.01,26661.91,678400000,2153000000,232800000,750600000,65178488,444000000,202632,643032,125721,405340,69934,476754,3,402,478480,4980091,816,492625,4977029,32307.93,45138.71,32.30793,45.13871,=(BF171*D171)/N171
